SAINT-ARNOULT
3,7	ABLIS
7,2	2,8	CHARTRES EST
8,4	4,4	1,6	THIVARS
10,5	6,1	3,5	1,6	ILLIERS-COMBRAY
12,6	7,3	4,7	3,6	1,8	LUIGNY
15,6	10,9	7,6	6	4,7	2,6	LA FERTE-BERNARD
19,2	14,4	10,6	8,8	7,4	5,3	2,5	CONNERRE
20,4	16	12,5	11,3	8,8	7	5,1	3,1	LE MANS NORD
21,5	16,5	13,5	12,5	9,7	7,4	4,7	2,6	1,3	AUVOURS
22,7	17,7	14,4	12,9	10,4	8,2	5,3	3,4	1,8	0,6	PARIGNE-L'EVEQUE
23,6	18,7	15,5	14,6	11,9	9,3	7,1	4,9	3,3	2	1,4	ECOMMOY
25,6	20,9	17,7	16,5	13,4	11,2	8,4	6,6	4,9	3,7	3	1,5	MONTABON
29,5	25,1	22,3	21,3	19	16,5	13,2	11,8	10,1	8,7	7,9	6,2	4,1	PEAGE DE SAINT-CHRISTOPHE
55	52,3	49,1	47,6	45,5	43,1	39,6	38,4	35,2	35,8	36,6	37,6	39,8	45,2	ROUMOIS
47,6	44,9	41,7	40,2	38,1	35,7	32,2	31	27,8	28,4	29,2	30,2	32,4	37,8	2	BRIONNE
43,2	40,5	37,3	35,8	33,7	31,3	27,8	26,6	23,4	24	24,8	25,8	28	33,4	6,3	3,1	BERNAY
38,8	36,1	32,9	31,4	29,3	26,9	23,4	22,2	19	19,6	20,4	21,4	23,6	29	9,9	4,9	1,6	BROGLIE OUEST
34,4	31,7	28,5	27	24,9	22,5	19	17,8	14,6	15,2	16	17	19,2	24,6	14,6	8,5	4,9	3	GACE
30,6	27,9	24,7	23,2	21,1	18,7	15,2	14	10,8	11,4	12,2	13,2	15,4	20,8	19,4	12,7	8,8	5,4	2,7	SEES
34,5	31,8	28,6	27,1	25	22,6	19,1	17,9	14,7	15,3	16,1	17,1	19,3	24,7	23,3	16,6	12,7	9,3	6,6	0	PEAGE d'ARGENTAN
24,5	21,4	17,6	16,9	14,8	12,6	9,2	7,4	4,3	5,2	5,3	7,2	9,2	14,4	30,3	22,9	18,5	14,1	9,7	5,9	9,8	ALENCON NORD
24,3	20,6	17,4	16	14,1	11,7	8,3	6,9	3,8	4,6	4,7	6,8	8,8	13,8	30,9	23,5	19,1	14,7	10,3	6,5	10,4	0,5	ALENCON SUD
24	20	16,8	14,5	12,4	10,1	7,3	6,2	2,9	3,3	3,9	5,8	7,7	12,6	31,6	24,2	19,8	15,4	11	7,2	11,1	1,2	0,7	ROUESSE-FONTAINE
22,5	18	15,3	13,3	11,4	9,2	6,7	5	1,8	2,6	3,1	4,7	6,1	11,2	32,8	25,4	21	16,6	12,2	8,4	12,3	2,2	1,7	0,9	MARESCHE
21,9	17	15	13,2	10,8	8,3	5,2	3,8	0,7	2,6	3	4,4	6,3	11	36,5	29,1	24,7	20,3	15,9	12,1	16	5,5	5	4	3,2	LE MANS OUEST
22,9	18	16	14,2	11,8	9,3	6,2	4,8	1,7	3,6	4	5,4	7,3	12	37,5	30,1	25,7	21,3	16,9	13,1	17	6,5	6	5	4,2	1	LE MANS SUD
25,9	21	19	17,2	14,8	12,3	9,2	7,8	4,7	6,6	7	8,4	10,3	15	40,5	33,1	28,7	24,3	19,9	16,1	20	9,5	9	8	7,2	4	3,3	SABLE LA FLECHE
26,8	21,9	19,9	18,1	15,7	13,2	10,1	8,7	5,6	7,5	7,9	9,3	11,2	15,9	41,4	34	29,6	25,2	20,8	17	20,9	10,4	9,9	8,9	8,1	4,9	4,4	1,3	DURTAL
29,4	24,5	22,5	20,7	18,3	15,8	12,7	11,3	8,2	10,1	10,5	11,9	13,8	18,5	44	36,6	32,2	27,8	23,4	19,6	23,5	13	12,5	11,5	10,7	7,5	6,1	2,4	1,3	SEICHES
31,7	26,8	24,8	23	20,6	18,1	15	13,6	10,5	12,4	12,8	14,2	16,1	20,8	46,3	38,9	34,5	30,1	25,7	21,9	25,8	15,3	14,8	13,8	13	9,8	9	4,5	3,3	2,2	ANGERS (CORZE)
31,7	26,8	24,8	23	20,6	18,1	15	13,6	10,5	12,4	12,8	14,2	16,1	20,8	46,3	38,9	34,5	30,1	25,7	21,9	25,8	15,3	14,8	13,8	13	9,8	9	4,5	3,3	2,2	0	PELLOUAILLES-LES-VIGNES
24,8	20,4	16,7	15	13,7	12	7,6	7,2	4,1	4,9	5,7	6,8	8,7	13,6	37,7	30,3	25,9	21,5	17,1	13,3	17,2	7,1	6,9	6,3	5,1	3,9	4,9	7,9	8,8	11,4	13,7	13,7	JOUE-EN-CHARNIE
27,9	23,5	20	18,6	16,8	14,6	10,8	9,6	6,6	7,8	8,4	9,5	11,2	16,9	41,1	33,7	29,3	24,9	20,5	16,7	20,6	10,5	9,6	8,5	7,6	6,5	7,5	10,5	11,4	14	16,3	16,3	1,5	VAIGES
29,7	25,4	21,9	20,4	18,8	16,7	13,3	11,5	8,3	9,8	10,7	12,6	13,5	19	42,9	35,5	31,1	26,7	22,3	18,5	22,4	12,4	12,2	10,8	9,6	8,3	9,3	12,3	13,2	15,8	18,1	18,1	3,8	2,3	LAVAL EST
30,5	26,7	22,8	21,4	20,4	17,7	14,2	12,7	9,7	10,9	11,2	13,3	14,9	19,5	43,8	36,4	32	27,6	23,2	19,4	23,3	13,4	13,1	13	11,3	8,6	9,6	12,6	13,5	16,1	18,4	18,4	4,9	2,5	0,9	LAVAL OUEST
31,2	27,9	25,3	23,9	23,1	20,4	15,9	15,7	12,7	13,6	14,4	15,5	17,5	19,7	45,3	37,9	33,5	29,1	24,7	20,9	24,8	14,9	14,6	14,4	13,5	12,5	13,5	16,5	17,4	20	22,3	22,3	7,2	5,3	2,7	2,2	LA GRAVELLE
31,3	26,4	24,4	22,6	20,2	17,7	14,6	13,2	10,1	12	12,4	13,8	15,7	20,4	45,9	38,5	34,1	29,7	25,3	21,5	25,4	14,9	14,4	13,4	12,6	9,4	8,1	4,8	3	1,9	4	4	13,3	15,9	17,7	18	21,9	BEAUFORT EN VALLEE
32,3	27,4	25,4	23,6	21,2	18,7	15,6	14,2	11,1	13	13,4	14,8	16,7	21,4	46,9	39,5	35,1	30,7	26,3	22,5	26,4	15,9	15,4	14,4	13,6	10,4	9,1	5,8	4	2,9	5	5	14,3	16,9	18,7	19	22,9	0,8	LONGUE
33,6	28,7	26,7	24,9	22,5	20	16,9	15,5	12,4	14,3	14,7	16,1	18	22,7	48,2	40,8	36,4	32	27,6	23,8	27,7	17,2	16,7	15,7	14,9	11,7	10,4	7,1	5,3	4,2	6,3	6,3	15,6	18,2	20	20,3	24,2	1,6	1	VIVY SAUMUR
35,7	30,8	28,8	27	24,6	22,1	19	17,6	14,5	16,4	16,8	18,2	20,1	24,8	50,3	42,9	38,5	34,1	29,7	25,9	29,8	19,3	18,8	17,8	17	13,8	12,5	9,2	7,4	6,3	8,4	8,4	17,7	20,3	22,1	22,4	26,3	3,1	2,3	1,5	BOURGEUIL
39	34,1	32,1	30,3	27,9	25,4	22,3	20,9	17,8	19,7	20,1	21,5	23,4	28,1	53,6	46,2	41,8	37,4	33	29,2	33,1	22,6	22,1	21,1	20,3	17,1	15,8	12,5	10,7	9,6	11,7	11,7	21	23,6	25,4	25,7	29,6	6,4	5,2	4,3	2,3	RESTIGNE
