La Fouillouse
0	Andrézieux-Bouthéon sud
0	0	Andrézieux-Bouthéon nord
0	0	0	Péage de Veauchette
1,2	0	1,2	1,2	Montbrison Montrond
2,5	0	2,5	2,5	1	Feurs Lentilly
11,4	0	11,4	11,4	9,4	8,2	Tour de Salvagny
11,4	0	11,4	11,4	9,4	8,2	0	Lentilly
11,4	0	11,4	11,4	9,4	8,2	0	0	Pont de Dorieux
11,4	0	11,4	11,4	9,4	8,2	0	0	0	L’Arbresle
0	0	0	0	0	0	1,8	1,8	1,8	1,8	Tarare est(péage en systEme ouvert)
11,4	0	11,4	11,4	9,4	8,2	0	0	0	0	0	BARRIERE DE PEAGE DE SAINT-ROMAIN-DE-POPEY
8,6	0	8,6	8,6	6,3	5,3	0	0	0	0	0	0	Tarare est(péage en systEme fermé)
7,1	0	7,1	7,1	5	4	3,1	3,1	3,1	3,1	0	3,1	0,9	Tarare ouest
4,2	0	4,2	4,2	2,5	1,3	5,6	5,6	5,6	5,6	0	5,6	3,7	2,5	Balbigny
4,1	0	4,1	4,1	2,6	1,4	8,1	8,1	8,1	8,1	0	8,1	4,9	3,9	1,1	Saint-Germain-Laval
5,6	0	5,6	5,6	4,9	3,7	10,1	10,1	10,1	10,1	0	10,1	7,2	6,2	3,5	1,9	Noirétable
7,7	0	7,7	7,7	6,8	5	11,8	11,8	11,8	11,8	0	11,8	8,8	7,9	4,9	3,4	1,3	Thiers est
9,1	0	9,1	9,1	8,4	7	13,9	13,9	13,9	13,9	0	13,9	10,7	9,8	6,8	4,6	2,6	1	Thiers ouest
9,7	0	9,7	9,7	8,5	7,4	14,7	14,7	14,7	14,7	0	14,7	11,3	10,5	7,4	5,2	3,7	2	0,8	Lezoux
10,7	0	10,7	10,7	10,5	9,9	16,3	16,3	16,3	16,3	0	16,3	14,1	13	9,8	8,2	5,6	3,8	2,5	1,7	BARRIERE DE PEAGE DE MARTRES-D'ARTIERE
10,7	0	10,7	10,7	10,5	9,9	16,3	16,3	16,3	16,3	0	16,3	14,1	13	9,8	8,2	5,6	3,8	2,5	1,7	0	Clermont-Ferrand
10,7	0	10,7	10,7	10,5	9,9	16,3	16,3	16,3	16,3	0	16,3	14,1	13	9,8	8,2	5,6	3,8	2,5	1,7	0	0	Pont du Château
