TOURS CENTRE
2,5	SAINTE-MAURE
5,3	1,9	CHATELLERAULT NORD
5,8	2	0,5	CHATELLERAULT SUD
7,2	3,2	1,4	1	FUTUROSCOPE
7,6	3,7	2	1,3	0,5	POITIERS NORD
8,5	5	3	2,1	1,1	0,8	POITIERS SUD
10,2	6,7	4,7	3,8	2,8	2,5	1,7	SAINT MAIXENT / LUSIGNAN
11,9	8,4	6,4	5,5	4,5	4,2	3,4	1,2	NIORT EST
12,4	8,9	6,9	6	5	4,7	3,9	1,6	0,4	NIORT NORD
13,7	10,2	8,2	7,3	6,3	6	5,2	3,3	1,4	1	NIORT OUEST
14,5	11	9	8,1	7,1	6,8	6	4	2,1	1,7	0,6	FONTENAY CENTRE
14,7	11,2	9,2	8,3	7,3	7	6,2	4,2	2,4	1,9	0,8	0,2	FONTENAY OUEST
16,2	12,7	10,7	9,8	8,8	8,5	7,7	5,2	3,8	3,3	1,9	1	0,8	SAINT-HERMINE
16,7	13,2	11,2	10,3	9,3	9	8,2	6	4,6	4,2	3,1	1,8	1,6	0,7	CHANTONNAY
18	14,5	12,5	11,6	10,6	10,3	9,5	6,9	5,4	5,1	4	3,1	2,9	1,8	0,9	LES ESSARTS
18,1	14,6	12,6	11,7	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	LA ROCHE-SUR-YON OUEST
18,1	14,6	12,6	11,7	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	LA ROCHE-SUR-YON SUD
18,1	14,6	12,6	11,7	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	LA ROCHE-SUR-YON CENTRE
18,1	14,6	12,6	11,7	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	0	LA ROCHE-SUR-YON EST
18,1	14,6	12,6	11,7	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,7	0	0	0	0	PEAGE DE LA ROCHE-SUR-YON
18,5	15	13	12,1	11,1	10,8	10	8,1	6,7	6,2	5	4,4	4	3,2	2,1	0,8	2,7	2,7	2,7	2,7	2,7	LES HERBIERS
18,5	15	13	12,1	11,1	10,8	10	8,2	6,9	6,5	5,5	4,9	4,6	3,8	3	1,7	3,4	3,4	3,4	3,4	3,4	0,4	LA VERRIE
18,6	15,1	13,1	12,2	11,2	10,9	10,1	8,3	7	6,6	5,6	5	4,7	3,9	3,1	1,9	3,5	3,5	3,5	3,5	3,5	0,9	0,6	CHOLET SUD
18,8	15,3	13,3	12,4	11,4	11,1	10,3	8,7	7,4	6,9	5,9	5,7	5,5	4,9	4,3	3,1	4,6	4,6	4,6	4,6	4,6	1,6	1,1	0,5	CHOLET NORD
19,7	16,2	14,2	13,3	12,3	12	11,2	10	8,1	7,8	7,4	7,2	6,6	5,9	5,1	3,8	5,3	5,3	5,3	5,3	5,3	2,9	2,2	1,6	0,9	CHEMILLE
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	PEAGE DE BEAULIEU SUR LAYON
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	THOUARCE
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	MURS-ERIGNE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRAND CLOS
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	HAUTE PERCHE
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	SORGES
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	LA MONNAIE
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	LA OUCAUDIERE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BD D'ESTIENNE D'ORVES
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	0	0	HANIPET
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	0	0	0	17 RD347
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	0	0	0	0	LA BOUVINERIE
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	15 RD323
21,1	17,6	15,6	14,7	13,7	13,4	12,6	11,2	9,8	9,3	9,2	9,1	8,8	8,3	6,6	5,5	7,4	7,4	7,4	7,4	7,4	4,4	3,9	3,7	2,6	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	0	GATIGNOLLE
19,2	15,7	13,7	12,8	11,8	11,5	10,7	8,3	7,4	6,8	5,3	4,2	4	3,5	2,4	1,2	2,9	2,9	2,9	2,9	2,9	2,1	2,6	3,1	3,9	4,8	6,1	6,1	6,1	0	6,1	6,1	6,1	6,1	0	6,1	6,1	6,1	6,1	6,1	MONTAIGU
