TOURS CENTRE
2,5	SAINTE-MAURE
5	1,8	CHATELLERAULT NORD
5,4	1,9	0,5	CHATELLERAULT SUD
6,7	3	1,3	1	FUTUROSCOPE
7,2	3,5	1,9	1,3	0,5	POITIERS NORD
8,1	4,7	2,8	2	1,1	0,8	POITIERS SUD
9,7	6,3	4,4	3,6	2,7	2,4	1,6	SAINT MAIXENT / LUSIGNAN
11,3	7,9	6	5,2	4,3	4	3,2	1,2	NIORT EST
11,8	8,4	6,5	5,7	4,8	4,5	3,7	1,6	0,4	NIORT NORD
13	9,6	7,7	6,9	6	5,7	4,9	3,2	1,4	1	NIORT OUEST
13,7	10,3	8,4	7,6	6,7	6,4	5,6	3,9	2	1,6	0,6	FONTENAY CENTRE
13,9	10,5	8,6	7,8	6,9	6,6	5,8	4,1	2,3	1,8	0,8	0,2	FONTENAY OUEST
15,3	11,9	10	9,2	8,3	8	7,2	5	3,6	3,1	1,8	1	0,8	SAINT-HERMINE
15,8	12,4	10,5	9,7	8,8	8,5	7,7	5,6	4,3	4	2,9	1,7	1,5	0,7	CHANTONNAY
17	13,6	11,7	10,9	10	9,7	8,9	6,7	5,1	4,8	3,8	2,9	2,7	1,7	0,9	LES ESSARTS
17,7	14,3	12,4	11,6	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,6	LA ROCHE-SUR-YON OUEST
17,7	14,3	12,4	11,6	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,6	0	LA ROCHE-SUR-YON SUD
17,7	14,3	12,4	11,6	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,6	0	0	LA ROCHE-SUR-YON CENTRE
17,7	14,3	12,4	11,6	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,6	0	0	0	LA ROCHE-SUR-YON EST
17,7	14,3	12,4	11,6	10,7	10,4	9,6	7,8	6,5	5,8	5,1	4,4	4,3	3,5	2,7	1,6	0	0	0	0	PEAGE DE LA ROCHE-SUR-YON
17,5	14,1	12,2	11,4	10,5	10,2	9,4	7,9	6,3	5,8	4,7	4,1	3,8	3	2	0,8	2,6	2,6	2,6	2,6	2,6	LES HERBIERS
18,1	14,7	12,8	12	11,1	10,8	10	8	6,9	6,5	5,4	4,6	4,3	3,6	2,8	1,6	3,2	3,2	3,2	3,2	3,2	0,4	LA VERRIE
18,2	14,8	12,9	12,1	11,2	10,9	10,1	8,1	7	6,6	5,5	4,7	4,4	3,8	3,1	1,8	3,3	3,3	3,3	3,3	3,3	0,9	0,6	CHOLET SUD
18,4	15	13,1	12,3	11,4	11,1	10,3	8,4	7,4	6,9	5,8	5,5	5,2	4,6	4	2,9	4,3	4,3	4,3	4,3	4,3	1,5	1,1	0,5	CHOLET NORD
19,3	15,9	14	13,2	12,3	12	11,2	9,7	8,1	7,8	7,3	6,7	6,2	5,5	4,8	3,6	5	5	5	5	5	2,7	2,1	1,5	0,9	CHEMILLE
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	PEAGE DE BEAULIEU SUR LAYON
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	THOUARCE
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	MURS-ERIGNE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRAND CLOS
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	HAUTE PERCHE
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	SORGES
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	LA MONNAIE
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	LA OUCAUDIERE
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BD D'ESTIENNE D'ORVES
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	0	0	HANIPET
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	0	0	0	17 RD347
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	0	0	0	0	LA BOUVINERIE
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	15 RD323
20,7	17,3	15,4	14,6	13,7	13,4	12,6	10,9	9,8	9,3	8,9	8,5	8,2	7,8	6,2	5,2	6,9	6,9	6,9	6,9	6,9	4,1	3,7	3,5	2,5	1,3	0	0,4	0	0	0	0	0	0	0	0	0	0	0	GATIGNOLLE
18,1	14,7	12,8	12	11,1	10,8	10	8,1	6,9	6,4	5	4	3,8	3,3	2,3	1,2	2,7	2,7	2,7	2,7	2,7	2	2,5	3,1	3,7	4,5	5,7	5,7	5,7	0	5,7	5,7	5,7	5,7	0	5,7	5,7	5,7	5,7	5,7	MONTAIGU
18,9	15,5	13,6	12,8	11,9	11,6	10,8	9,2	8	7,4	6,1	5	4,9	4,1	3,3	2,4	3,6	3,6	3,6	3,6	3,6	3,1	3,5	3,9	4,5	5,2	6,8	6,8	6,8	0	6,8	6,8	6,8	6,8	0	6,8	6,8	6,8	6,8	6,8	0,7	AIGREFEUILLE
19	15,6	13,7	12,9	12	11,7	10,9	9,3	8,2	7,7	6,9	5,5	5,4	4,7	3,8	2,6	4,1	4,1	4,1	4,1	4,1	3,7	4,1	4,2	4,7	5,3	6,9	6,9	6,9	0	6,9	6,9	6,9	6,9	0	6,9	6,9	6,9	6,9	6,9	1,3	0,5	PEAGE DU BIGNON
19	15,6	13,7	12,9	12	11,7	10,9	9,3	8,2	7,7	6,9	5,5	5,4	4,7	3,8	2,6	4,1	4,1	4,1	4,1	4,1	3,7	4,1	4,2	4,7	5,3	6,9	6,9	6,9	0	6,9	6,9	6,9	6,9	0	6,9	6,9	6,9	6,9	6,9	1,3	0,5	0	LA COUR NEUVE
11,1	7,7	5,8	5	4,1	3,8	3	1,3	0,5	0,8	1,8	2,8	3,1	4,2	4,9	5,7	7	7	7	7	7	6,8	7,3	7,4	7,7	8,6	10,3	10,3	10,3	0	10,3	10,3	10,3	10,3	0	10,3	10,3	10,3	10,3	10,3	7,4	8,5	8,7	8,7	VOUILLE
12,2	8,8	6,9	6,1	5,2	4,9	4,1	1,5	1	1,5	2,4	3,4	3,6	4,4	5,1	5,8	7,6	7,6	7,6	7,6	7,6	7,1	7,8	7,9	8,3	9,1	10,9	10,9	10,9	0	10,9	10,9	10,9	10,9	0	10,9	10,9	10,9	10,9	10,9	7,6	8,6	8,9	8,9	0,5	LA ROCHELLE / NIORT SUD
14	10,6	8,7	7,9	7	6,7	5,9	3,3	2,4	3,8	4,3	5	5,2	6,3	7,4	8,2	9,4	9,4	9,4	9,4	9,4	9,1	9,8	9,9	10,4	11,2	12,9	12,9	12,9	0	12,9	12,9	12,9	12,9	0	12,9	12,9	12,9	12,9	12,9	9,5	10,7	10,8	10,8	2,1	1,4	SAINT JEAN D'ANGELY
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROCHEFORT OUEST
