ALENCON
3,00	SEES
5,00	1,40	GACE
7,60	3,10	1,70	ORBEC
9,70	4,60	2,70	1,00	BERNAY
12,10	7,10	4,90	2,80	1,80	BRIONNE
15,10	10,50	8,00	5,60	3,60	1,00	ROUMOIS
